ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489857,4.588929,15.98894,0.2757461,3.105008,0.5626261,NONE
-1,6.520898,4.611064,6.489869,4.588937,15.98894,0.2757462,3.105008,0.5862875,NONE
-1,6.520896,4.611063,6.48987,4.588938,15.98894,0.275746,3.105008,0.6011958,NONE
-1,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757459,3.105008,0.606853,NONE
-1,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757458,3.105009,0.612041,NONE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757443,3.105013,0.7098147,NONE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757455,3.105026,0.8013368,NONE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757476,3.105065,0.900337,NONE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757437,3.105085,1.002464,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105097,1.101746,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757472,3.105136,1.203107,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757446,3.10516,1.300832,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757434,3.105171,1.402732,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757463,3.105197,1.503099,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757461,3.10523,1.600258,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757424,3.10523,1.700631,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757467,3.105259,1.800404,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757436,3.105278,1.90098,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105285,2.000244,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757452,3.105312,2.106847,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757428,3.105314,2.202485,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275746,3.105343,2.303885,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757459,3.105371,2.400664,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105377,2.501121,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757465,3.1054,2.602531,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757478,3.10544,2.703435,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757432,3.10545,2.800083,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757458,3.105471,2.901851,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757447,3.105501,3.003021,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275723,3.15634,3.151972,ACCELERATE
-1,6.520921,4.611034,6.489846,4.588967,15.98897,0.2757114,3.234055,3.201221,ACCELERATE
-1,6.520986,4.611025,6.489781,4.588976,15.98898,0.2757002,3.505856,3.303164,ACCELERATE
-1,6.521063,4.61102,6.489705,4.588981,15.98898,0.2756961,3.920416,3.405412,ACCELERATE
-1,6.521181,4.611042,6.489587,4.588959,15.98896,0.2780958,4.432821,3.502925,ACCELERATE
