ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489857,4.588929,15.98894,0.2757462,3.105008,0.5680444,NONE
-1,6.520898,4.611064,6.489869,4.588937,15.98894,0.2757461,3.105008,0.5956108,NONE
-1,6.520896,4.611063,6.48987,4.588938,15.98894,0.2757458,3.105008,0.6144571,NONE
-1,6.520894,4.611061,6.489872,4.58894,15.98894,0.275746,3.105008,0.6218958,NONE
-1,6.520894,4.611061,6.489872,4.58894,15.98894,0.2757459,3.105008,0.6281255,NONE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757442,3.105009,0.7065579,NONE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757444,3.105018,0.8109167,NONE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757442,3.105028,0.9045678,NONE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757475,3.105063,1.000549,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757432,3.105078,1.10428,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757448,3.105087,1.202724,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757466,3.10512,1.301782,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105134,1.404161,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757447,3.105143,1.503518,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757469,3.105176,1.602917,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757453,3.105203,1.704248,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105203,1.80416,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757467,3.105232,1.900045,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757427,3.10525,2.029916,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757447,3.10526,2.104596,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757457,3.105284,2.201661,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757464,3.105316,2.301466,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757436,3.105336,2.404019,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757429,3.105348,2.500085,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757464,3.105372,2.601129,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275746,3.1054,2.700189,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105414,2.800776,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757468,3.10545,2.904775,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757433,3.105465,3.004205,ACCELERATE
-1,6.520889,4.61104,6.489878,4.588961,15.98896,0.2757266,3.142762,3.100705,ACCELERATE
-1,6.520946,4.61103,6.489821,4.588972,15.98897,0.2757055,3.332996,3.204925,ACCELERATE
-1,6.521016,4.611023,6.489751,4.588978,15.98898,0.2756984,3.64752,3.302197,ACCELERATE
-1,6.521201,4.611029,6.489568,4.588973,15.98897,0.2861811,4.09633,3.401996,ACCELERATE
-1,6.521391,4.611063,6.489378,4.588938,15.98893,0.2779001,4.663065,3.501667,ACCELERATE
-1,6.521531,4.611131,6.489239,4.588871,15.98887,0.2801842,5.352527,3.601833,ACCELERATE
-1,6.521669,4.611195,6.4891,4.588807,15.9888,0.2787943,6.148509,3.701679,ACCELERATE
-1,6.52188,4.611266,6.488891,4.588735,15.98873,0.2794011,7.038989,3.801196,ACCELERATE
-1,6.52207,4.611347,6.488701,4.588654,15.98865,0.2790631,8.029639,3.90185,ACCELERATE
-1,6.522319,4.611445,6.488452,4.588556,15.98855,0.2792169,9.098545,4.00235,ACCELERATE
-1,6.522574,4.611558,6.488198,4.588443,15.98843,0.2791436,10.25879,4.104565,ACCELERATE
-1,6.522882,4.611698,6.487892,4.588303,15.98829,0.2791751,11.43857,4.203101,ACCELERATE
-1,6.523214,4.611859,6.48756,4.588142,15.98813,0.2791534,12.67433,4.301851,ACCELERATE
-1,6.523591,4.612048,6.487184,4.587953,15.98794,0.2791635,14.0062,4.404322,ACCELERATE
-1,6.523988,4.612254,6.486788,4.587747,15.98774,0.2791575,15.31671,4.502009,ACCELERATE
-1,6.524432,4.612491,6.486344,4.587511,15.9875,0.2791615,16.72297,4.604062,ACCELERATE
-1,6.524891,4.612741,6.485885,4.58726,15.98723,0.2791587,18.12769,4.703708,ACCELERATE
-1,6.525415,4.613033,6.485363,4.586968,15.98695,0.2791583,19.52894,4.801252,ACCELERATE
-1,6.525982,4.613355,6.484797,4.586647,15.98663,0.2791594,21.01576,4.903085,ACCELERATE
-1,6.526581,4.6137,6.484199,4.586302,15.98629,0.2791601,22.49397,5.002939,ACCELERATE
-1,6.527219,4.614073,6.483562,4.585929,15.98591,0.279158,23.98903,5.10332,ACCELERATE
-1,6.52787,4.614459,6.482913,4.585542,15.98552,0.2791609,25.45244,5.201567,ACCELERATE
-1,6.528566,4.614876,6.482218,4.585125,15.98511,0.2791598,26.92652,5.300529,ACCELERATE
-1,6.529305,4.615324,6.48148,4.584679,15.98466,0.2791605,28.42568,5.401175,ACCELERATE
-1,6.530092,4.615802,6.480695,4.5842,15.98417,0.2791596,29.97066,5.504898,ACCELERATE
-1,6.54036,4.61683,6.470545,4.583184,15.98301,0.2791603,31.38819,5.600063,LEFT_ACCELERATE
-1,6.880013,4.666922,6.149346,4.542231,15.93391,0.2791618,32.87948,5.700302,LEFT_ACCELERATE
-1,7.636719,4.894784,5.503371,4.382703,15.73452,0.2791704,34.40409,5.8037,LEFT_ACCELERATE
-1,8.010666,5.208452,5.083334,4.117531,15.44905,0.279165,35.86344,5.903561,ACCELERATE
-1,7.969562,5.470727,4.940317,3.83058,15.1672,0.2791622,37.32665,6.003606,ACCELERATE
-1,7.813297,5.647806,4.970197,3.596394,14.90643,0.2791616,38.74864,6.100666,ACCELERATE
-1,7.549811,5.739348,5.252909,3.462521,14.64383,0.2791605,40.22908,6.201608,ACCELERATE
-1,7.288934,5.756561,5.736782,3.442336,14.36841,0.2791612,41.72493,6.303735,LEFT_ACCELERATE
-1,7.288544,5.776691,5.772383,3.426427,14.00989,0.2791685,43.12725,6.40105,LEFT_ACCELERATE
-1,7.448634,5.845154,5.472502,3.352686,13.48248,0.2791747,44.50141,6.500063,LEFT_ACCELERATE
-1,7.333595,5.919163,5.816022,3.287527,12.83518,0.2791688,45.88523,6.602674,LEFT_ACCELERATE
-1,7.117471,5.904822,6.697396,3.319194,12.16947,0.2791657,47.21352,6.702463,LEFT_ACCELERATE
-1,7.117714,5.880864,6.602446,3.333866,11.39451,0.27918,48.46438,6.801446,LEFT_ACCELERATE
-1,7.380147,5.930001,5.715573,3.271789,10.44311,0.279197,49.59457,6.900949,LEFT_ACCELERATE
-1,7.628229,6.064721,5.192851,3.136168,9.3269,0.2791888,50.59472,7.001811,LEFT_ACCELERATE
-1,7.590847,6.169355,5.319503,3.033748,8.123101,0.2791745,51.52608,7.104051,LEFT_ACCELERATE
-1,7.213413,6.170879,6.643208,3.100034,6.936786,0.2791654,52.44718,7.204909,LEFT_ACCELERATE
-1,6.81585,6.029543,9.529451,3.321419,5.77803,0.2791604,53.35145,7.303608,LEFT_ACCELERATE
-1,6.607035,5.828572,9.721161,3.53248,4.543728,0.2791703,54.18052,7.403589,LEFT_ACCELERATE
-1,6.558986,5.661578,8.454953,3.658855,3.231809,0.2791785,54.84377,7.502506,LEFT_ACCELERATE
-1,6.369797,5.534029,8.723001,3.808411,1.833201,0.2791727,55.41336,7.603957,LEFT_ACCELERATE
-1,5.990339,5.361321,9.771401,4.082095,0.4949178,0.2791658,55.93953,7.70051,LEFT_ACCELERATE
-1,5.715014,5.10025,9.505127,4.351647,-0.9314526,0.2791659,56.4278,7.801828,LEFT_ACCELERATE
-1,5.723607,4.883016,8.360674,4.498489,-2.393124,0.2791805,56.74539,7.902482,LEFT_ACCELERATE
-1,4.919322,4.05706,-1,-1,-3.874344,0.2791748,56.91904,8.002703,LEFT_ACCELERATE
-1,4.549563,3.702702,-1,-1,-5.362457,0.2791654,57.06452,8.103106,ACCELERATE
-1,4.564626,3.71607,-1,-1,-6.852376,0.2791617,57.23653,8.203808,ACCELERATE
-1,4.574629,3.725284,-1,-1,-8.293524,0.2791604,57.42064,8.301352,ACCELERATE
-1,4.272582,3.445007,-1,-1,-9.763282,0.2791601,57.61115,8.400856,LEFT_ACCELERATE
-1,2.349003,1.782306,-1,-1,-11.27048,0.2791651,57.71953,8.502429,LEFT_ACCELERATE
-1,0.9424533,0.6851763,-1,-1,-12.72365,0.2791733,57.66744,8.60021,LEFT_ACCELERATE
-1,1.871265,1.398744,-1,-1,-14.23449,0.2791657,57.52972,8.702087,ACCELERATE
-1,1.880419,1.405791,-1,-1,-15.73875,0.2791626,57.4033,8.803442,ACCELERATE
-1,1.8735,1.400282,-1,-1,-17.18093,0.2791619,57.29807,8.900526,ACCELERATE
-1,1.867861,1.395816,-1,-1,-18.71039,0.2791618,57.19737,9.003429,ACCELERATE
-1,1.864734,1.393341,-1,-1,-20.17052,0.2791598,57.10798,9.10164,ACCELERATE
-1,2.068233,1.555046,-1,-1,-21.65117,0.2791592,57.01702,9.201236,LEFT_ACCELERATE
-1,3.723643,2.95103,-1,-1,-23.12523,0.2791635,56.85306,9.300912,LEFT_ACCELERATE
-1,5.000047,4.132214,-1,-1,-24.5824,0.2791648,56.58098,9.400479,LEFT_ACCELERATE
-1,5.095465,4.035797,-1,-1,-26.08199,0.2791622,56.2882,9.503062,ACCELERATE
-1,5.382813,3.893831,-1,-1,-27.55057,0.2791603,56.00514,9.603477,LEFT_ACCELERATE
-1,5.838903,3.784483,7.196009,5.458955,-28.99788,0.2791668,55.64061,9.703804,LEFT_ACCELERATE
-1,5.205385,3.613394,7.604351,5.62816,-30.37537,0.2791894,55.10638,9.803258,LEFT_ACCELERATE
-1,4.608918,3.362642,8.070673,5.902296,-31.64295,0.2791847,54.40319,9.900809,LEFT_ACCELERATE
-1,4.352893,3.073673,8.211794,6.166926,-32.90182,0.2791737,53.57404,10.00207,LEFT_ACCELERATE
-1,4.513166,2.896762,8.031216,6.305971,-34.13478,0.2791637,52.74188,10.10195,LEFT_ACCELERATE
-1,4.521899,2.79705,8.014934,6.406257,-35.31573,0.2791652,51.85375,10.20124,LEFT_ACCELERATE
-1,4.954326,2.75689,7.805817,6.453643,-36.4563,0.2791629,50.89587,10.30126,ACCELERATE
-1,6.884102,2.899355,7.334061,6.39045,-37.62726,0.2791621,49.92341,10.40346,LEFT_ACCELERATE
-1,-1,3.130402,6.978167,6.22703,-38.73846,0.2791615,48.94704,10.50283,LEFT_ACCELERATE
-1,-1,3.353813,6.753728,6.014349,-39.73329,0.2791706,47.89125,10.60038,LEFT_ACCELERATE
-1,-1,3.643118,6.373926,5.812954,-40.68156,0.2791675,46.74667,10.7002,LEFT_ACCELERATE
-1,-1,4.058192,5.904236,5.522204,-41.62737,0.2791641,45.54875,10.80271,LEFT_ACCELERATE
-1,-1,4.360525,5.626174,5.167183,-42.4412,0.2791778,44.30299,10.9028,LEFT_ACCELERATE
-1,-1,4.489795,5.579145,4.887599,-43.05574,0.2791971,42.97492,11.00137,LEFT_ACCELERATE
-1,9.142302,4.535592,5.654998,4.753762,-43.47593,0.2791904,41.52921,11.10273,LEFT_ACCELERATE
-1,8.595385,4.588905,5.620631,4.688709,-43.76315,0.2791783,40.06947,11.2027,LEFT_ACCELERATE
-1,8.921902,4.765239,5.352639,4.58844,-44.0341,0.2791657,38.60312,11.30283,ACCELERATE
-1,9.33907,5.049408,5.039269,4.380804,-44.32789,0.2810261,37.14262,11.40282,LEFT_ACCELERATE
-1,8.804646,5.208318,5.000468,4.113741,-44.54644,0.2884211,35.7215,11.50017,LEFT_ACCELERATE
-1,7.867056,5.217346,5.32657,4.000383,-44.60728,0.2803234,34.23103,11.60067,LEFT_ACCELERATE
-1,7.434836,5.172611,5.607035,4.028581,-44.57003,0.2799264,32.71531,11.70257,LEFT_ACCELERATE
-1,7.37918,5.140359,5.658582,4.060658,-44.53892,0.2791014,31.23012,11.80227,ACCELERATE
-1,7.363297,5.128035,5.674449,4.073014,-44.52726,0.2792684,29.73556,11.90263,ACCELERATE
-1,7.365153,5.128167,5.673064,4.072914,-44.52779,0.2791306,28.22725,12.00388,ACCELERATE
-1,7.377259,5.135971,5.661548,4.065127,-44.53584,0.2791877,26.77575,12.10134,ACCELERATE
-1,7.396919,5.149235,5.642642,4.051874,-44.54924,0.2791488,25.2722,12.20228,ACCELERATE
-1,7.377654,5.162803,5.651672,4.03769,-44.56235,0.2791651,23.76343,12.30358,LEFT_ACCELERATE
-1,6.967095,5.119831,6.016376,4.087253,-44.51102,0.2791594,22.27019,12.40396,LEFT_ACCELERATE
-1,6.701186,5.013537,6.308703,4.201954,-44.40042,0.2791617,20.81674,12.50183,ACCELERATE
-1,6.555141,4.904577,6.472798,4.310949,-44.29175,0.2791606,19.31287,12.60306,ACCELERATE
-1,6.425094,4.806775,6.618783,4.408692,-44.19455,0.279162,17.87141,12.70005,ACCELERATE
-1,6.295738,4.709656,6.763968,4.505771,-44.09768,0.2791599,16.36294,12.80153,ACCELERATE
-1,6.173137,4.617751,6.90158,4.597652,-44.00597,0.2791602,14.88584,12.90089,ACCELERATE
-1,6.087992,4.526509,6.986261,4.685678,-43.91769,0.2791612,13.35473,13.00385,RIGHT_ACCELERATE
-1,6.356429,4.50185,6.654832,4.698163,-43.90306,0.2791634,11.9169,13.10046,RIGHT_ACCELERATE
-1,6.558675,4.552924,6.456139,4.648613,-43.95431,0.2791623,10.39478,13.20272,ACCELERATE
-1,6.624092,4.598091,6.393095,4.603456,-43.99915,0.279158,8.940726,13.30039,ACCELERATE
-1,6.681181,4.638331,6.337986,4.563193,-44.03918,0.2791609,7.433445,13.40162,ACCELERATE
-1,6.731171,4.673497,6.28972,4.528011,-44.0742,0.279157,5.95495,13.5009,LEFT_ACCELERATE
-1,6.558995,4.678845,6.451329,4.521514,-44.07742,0.2791613,4.419679,13.604,LEFT_ACCELERATE
-1,6.484653,4.650201,6.52803,4.55072,-44.04855,0.2791588,2.964809,13.7017,ACCELERATE
-1,6.447013,4.623388,6.566761,4.577538,-44.02143,0.2791604,1.473632,13.80183,ACCELERATE
-1,6.410858,4.597363,6.603951,4.60356,-43.99572,0.2791598,-0.05365346,13.90437,ACCELERATE
-1,6.379046,4.574507,6.636671,4.626415,-43.97295,0.2791596,-1.480757,14.0002,ACCELERATE
