ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489857,4.588929,15.98893,0.2757106,3.105008,0.4307399,ACCELERATE
-1,6.520908,4.611071,6.489859,4.588931,15.98893,0.275736,3.105008,0.4755737,ACCELERATE
-1,6.520905,4.611069,6.489862,4.588933,15.98893,0.2757384,3.105008,0.484194,ACCELERATE
-1,6.520902,4.611067,6.489865,4.588934,15.98893,0.275743,3.105008,0.504622,ACCELERATE
-1,6.520895,4.611062,6.489871,4.588939,15.98894,0.275746,3.105008,0.6069487,ACCELERATE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757445,3.105011,0.708795,ACCELERATE
-1,6.520884,4.611053,6.489883,4.588948,15.98895,0.2757444,3.105022,0.8020918,ACCELERATE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757474,3.10506,0.9001707,ACCELERATE
-1,6.520871,4.611044,6.489897,4.588957,15.98896,0.2757443,3.105084,1.001358,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105095,1.100991,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757454,3.105123,1.200613,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757448,3.105153,1.300064,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757428,3.105167,1.400718,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105177,1.500942,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757466,3.105211,1.600842,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757432,3.105227,1.701396,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757466,3.105257,1.80354,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757446,3.105282,1.901413,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757425,3.105282,2.001124,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757449,3.105306,2.1018,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757454,3.105329,2.203105,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757454,3.105358,2.304462,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105358,2.403709,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757451,3.105385,2.503951,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757464,3.105417,2.600152,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757436,3.105433,2.701149,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757449,3.105453,2.800671,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757464,3.105485,2.903047,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105489,3.003216,ACCELERATE
-1,6.520905,4.611039,6.489862,4.588962,15.98896,0.2757184,3.170567,3.103459,ACCELERATE
-1,6.520964,4.61103,6.489803,4.588972,15.98897,0.2757015,3.38523,3.201632,ACCELERATE
-1,6.521039,4.611024,6.489727,4.588977,15.98898,0.2756972,3.749348,3.303473,ACCELERATE
-1,6.521204,4.611024,6.489565,4.588977,15.98898,0.2771741,4.217119,3.400762,ACCELERATE
-1,6.521361,4.611082,6.489408,4.588919,15.98891,0.2813,4.822679,3.501636,ACCELERATE
-1,6.521531,4.611147,6.489238,4.588854,15.98885,0.278773,5.560725,3.604367,ACCELERATE
-1,6.521763,4.611217,6.489007,4.588785,15.98878,0.2794538,6.386106,3.704385,ACCELERATE
-1,6.521912,4.611287,6.488857,4.588714,15.98871,0.2789672,7.271128,3.80058,ACCELERATE
-1,6.522147,4.611374,6.488625,4.588627,15.98862,0.2792362,8.31438,3.904269,ACCELERATE
-1,6.522384,4.611477,6.488389,4.588524,15.98852,0.2791207,9.380389,4.002639,ACCELERATE
-1,6.522658,4.611595,6.488115,4.588406,15.9884,0.2791856,10.53145,4.10262,ACCELERATE
-1,6.522967,4.61174,6.487807,4.588261,15.98825,0.2791527,11.7596,4.20395,ACCELERATE
-1,6.523314,4.611909,6.48746,4.588092,15.98808,0.2791668,13.02025,4.303599,ACCELERATE
-1,6.523684,4.612096,6.487091,4.587905,15.9879,0.2791578,14.31714,4.402514,ACCELERATE
-1,6.524092,4.612309,6.486684,4.587693,15.98768,0.2791611,15.65432,4.501487,ACCELERATE
-1,6.524545,4.612552,6.486232,4.58745,15.98744,0.2791588,17.05543,4.602559,ACCELERATE
-1,6.525029,4.612818,6.485747,4.587183,15.98717,0.2791594,18.45288,4.701209,ACCELERATE
-1,6.525558,4.613113,6.48522,4.586888,15.98687,0.2791598,19.89702,4.801307,ACCELERATE
