ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489857,4.588929,15.98894,0.2757461,3.105008,0.5594108,NONE
-1,6.520898,4.611064,6.489869,4.588937,15.98894,0.275746,3.105008,0.5825427,NONE
-1,6.520896,4.611063,6.48987,4.588938,15.98894,0.2757462,3.105008,0.5998229,NONE
-1,6.520895,4.611062,6.489871,4.588939,15.98894,0.275746,3.105008,0.6047908,NONE
-1,6.520895,4.611062,6.489871,4.588939,15.98894,0.2757459,3.105008,0.6105476,NONE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757441,3.105009,0.7073883,NONE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757458,3.105021,0.8030488,NONE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757475,3.105059,0.9007598,NONE
-1,6.520872,4.611045,6.489895,4.588956,15.98896,0.2757424,3.105072,1.03509,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757447,3.105088,1.102599,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757456,3.105121,1.205004,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757427,3.105135,1.301565,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757463,3.105164,1.402251,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757432,3.10518,1.508097,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.10519,1.600206,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757466,3.105226,1.701514,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757449,3.105249,1.800735,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105249,1.901391,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757464,3.105282,2.001081,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757468,3.105315,2.103424,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757424,3.105315,2.203228,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757459,3.105338,2.301778,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757468,3.105374,2.402305,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105391,2.501451,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757462,3.105417,2.60315,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757459,3.105443,2.702765,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757426,3.105447,2.802385,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757466,3.105476,2.901262,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105502,3.004212,ACCELERATE
-1,6.520888,4.611039,6.48988,4.588962,15.98896,0.275727,3.142946,3.100816,ACCELERATE
-1,6.520943,4.61103,6.489823,4.588972,15.98897,0.275706,3.320403,3.200133,ACCELERATE
-1,6.521015,4.611023,6.489753,4.588978,15.98898,0.2756988,3.641491,3.300678,ACCELERATE
-1,6.521198,4.611028,6.489571,4.588974,15.98897,0.2863396,4.09479,3.401691,ACCELERATE
-1,6.521393,4.611064,6.489376,4.588937,15.98894,0.2778679,4.662063,3.501507,ACCELERATE
-1,6.521529,4.611132,6.489241,4.58887,15.98886,0.279982,5.368466,3.603933,ACCELERATE
-1,6.521671,4.611195,6.489099,4.588807,15.9888,0.2787551,6.141265,3.700827,ACCELERATE
-1,6.521878,4.611266,6.488891,4.588735,15.98873,0.2793984,7.03961,3.801261,ACCELERATE
-1,6.52207,4.611347,6.4887,4.588654,15.98865,0.2790568,8.024398,3.901342,ACCELERATE
-1,6.522318,4.611445,6.488453,4.588556,15.98855,0.2792186,9.094321,4.001968,ACCELERATE
-1,6.52258,4.611561,6.488193,4.58844,15.98843,0.2791371,10.23388,4.102439,ACCELERATE
-1,6.522888,4.611701,6.487886,4.5883,15.98829,0.2791727,11.45327,4.204296,ACCELERATE
-1,6.52322,4.611862,6.487555,4.588139,15.98813,0.2791548,12.69223,4.303249,ACCELERATE
-1,6.523577,4.612041,6.487197,4.58796,15.98795,0.2791649,13.95449,4.400417,ACCELERATE
-1,6.523985,4.612253,6.48679,4.587748,15.98774,0.2791575,15.30257,4.500969,ACCELERATE
-1,6.524434,4.612492,6.486342,4.58751,15.9875,0.2791606,16.72368,4.60411,ACCELERATE
-1,6.524888,4.61274,6.485888,4.587262,15.98724,0.2791587,18.10942,4.702425,ACCELERATE
-1,6.525418,4.613035,6.485359,4.586966,15.98695,0.2791582,19.51748,4.800459,ACCELERATE
-1,6.525993,4.613362,6.484785,4.58664,15.98662,0.279159,21.04176,4.904849,ACCELERATE
-1,6.526577,4.613698,6.484201,4.586304,15.98629,0.2791587,22.4801,5.002007,ACCELERATE
-1,6.527215,4.614071,6.483564,4.58593,15.98591,0.2791601,23.97904,5.102649,ACCELERATE
-1,6.52787,4.614459,6.482913,4.585542,15.98552,0.2791603,25.44149,5.200832,ACCELERATE
-1,6.528563,4.614875,6.48222,4.585127,15.98511,0.2791597,26.92179,5.300212,ACCELERATE
-1,6.529312,4.615327,6.481473,4.584675,15.98466,0.2791601,28.43923,5.402086,ACCELERATE
